ID;Syn;AnswerFungl;AnswerProlog;Question;RQuestion;Types;Fixed
88;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP Mississippi))))));answer(population_1(stateid('mississippi')));"answer(A,(population(B,A),const(B,stateid(mississippi))))";How many people live in Mississippi;How many people are in Mississippi;amount;2
89;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP Montana))))));answer(population_1(stateid('montana')));"answer(A,(population(B,A),const(B,stateid(montana))))";How many people live in Montana;How many people are in Montana;amount;2
90;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP New) (NNP Hampshire))))));answer(population_1(stateid('new hampshire')));"answer(A,(population(B,A),const(B,stateid('new hampshire'))))";How many people live in New Hampshire;How many people are in New Hampshire;amount;2
91;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP New) (NNP Mexico))))));answer(population_1(stateid('new mexico')));"answer(A,(population(B,A),const(B,stateid('new mexico'))))";How many people live in New Mexico;How many people are in New Mexico;amount;2
92;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP New) (NNP York))))));answer(population_1(stateid('new york')));"answer(A,(population(B,A),const(B,stateid('new york'))))";How many people live in New York;How many people are in New York;amount;2
93;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP Rhode) (NNP Island))))));answer(population_1(stateid('rhode island')));"answer(A,(population(B,A),const(B,stateid('rhode island'))))";How many people live in Rhode Island;How many people are in Rhode Island;amount;2
94;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP Riverside))))));"answer(population_1(cityid('riverside', _)))";"answer(A,(population(B,A),const(B,cityid(riverside,_))))";How many people live in Riverside;How many people are in Riverside;amount;2
95;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP San) (NNP Francisco))))));"answer(population_1(cityid('san francisco', _)))";"answer(A,(population(B,A),const(B,cityid('san francisco',_))))";How many people live in San Francisco;How many people are in San Francisco;amount;2
96;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP South) (NNP Dakota))))));answer(population_1(stateid('south dakota')));"answer(A,(population(B,A),const(B,stateid('south dakota'))))";How many people live in South Dakota;How many people are in South Dakota;amount;2
97;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NP (NNP Spokane)) (NP (NNP Washington)))))));"answer(population_1(cityid('spokane', 'wa')))";"answer(A,(population(B,A),const(B,cityid(spokane,wa))))";How many people live in Spokane Washington;How many people are in Spokane Washington;amount;2
98;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP Texas))))));answer(population_1(stateid('texas')));"answer(A,(population(B,A),const(B,stateid(texas))))";How many people live in Texas;How many people are in Texas;amount;2
99;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NP (DT the) (JJS biggest) (NN city)) (PP (IN in) (NP (NNP New) (NNP York) (NN state))))))));answer(population_1(largest(city(loc_2(state(stateid('new york')))))));"answer(A,(population(B,A),largest(B,(city(B),loc(B,C),const(C,stateid('new york')),state(C)))))";How many people live in the biggest city in New York state;What is the population of the biggest city in New York state;amount;0
100;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NP (DT the) (NN capital)) (PP (IN of) (NP (NNP Georgia))))))));answer(population_1(capital(loc_2(stateid('georgia')))));"answer(A,(population(B,A),capital(B),loc(B,C),const(C,stateid(georgia))))";How many people live in the capital of Georgia;What is the population of the capital in Georgia;amount;0
101;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NP (DT the) (NN capital)) (PP (IN of) (NP (NNP Texas))))))));answer(population_1(capital(loc_2(stateid('texas')))));"answer(A,(population(B,A),capital(B),loc(B,C),const(C,stateid(texas))))";How many people live in the capital of Texas;What is the population of the capital in Texas;amount;0
102;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NP (DT the) (JJS smallest) (NN state)) (VP (VBG bordering) (NP (NNP Wyoming))))))));answer(population_1(smallest(state(next_to_2(stateid('wyoming'))))));"answer(A,(population(B,A),smallest(B,(state(B),next_to(B,C),const(C,stateid(wyoming))))))";How many people live in the smallest state bordering Wyoming;What is the population of the smallest state bordering Wyoming;amount;0
103;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS largest) (NN population) (NN density))))))));answer(population_1(largest_one(density_1(state(all)))));"answer(A,(population(B,A),largest(C,(state(B),density(B,C)))))";How many people live in the state with the largest population density;What is the population of the state with the largest population density;amount;0
104;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (DT the) (NNP United) (NNPS States))))));answer(population_1(countryid('usa')));"answer(A,(population(B,A),const(B,countryid(usa))))";How many people live in the United States;How many people are in the United States;amount;2
105;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP Washington))))));answer(population_1(stateid('washington')));"answer(A,(population(B,A),const(B,stateid(washington))))";How many people live in Washington;How many people are in Washington;amount;2
106;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP live) (PP (IN in) (NP (NP (NNP Washington)) (NP (NNP DC)))))));"answer(population_1(cityid('washington', 'dc')))";"answer(A,(population(B,A),const(B,cityid(washington,dc))))";How many people live in Washington DC;How many people are in Washington DC;amount;2
107;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBD lived) (PP (IN in) (NP (NNP Austin))))));"answer(population_1(cityid('austin', _)))";"answer(A,(population(B,A),const(B,cityid(austin,_))))";How many people lived in Austin;How many people are in Austin;amount;2
108;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP reside) (PP (IN in) (NP (NNP Utah))))));answer(population_1(stateid('utah')));"answer(A,(population(B,A),const(B,stateid(utah))))";How many people reside in Utah;How many people are in Utah;amount;2
109;(SBARQ (WHNP (WRB How) (JJ many) (NNS people)) (SQ (VP (VBP stay) (PP (IN in) (NP (NNP Utah))))));answer(population_1(stateid('utah')));"answer(A,(population(B,A),const(B,stateid(utah))))";How many people stay in Utah;How many people are in Utah;amount;2
110;(SBARQ (WHNP (WRB How) (JJ many) (NNS residents)) (SQ (VP (VBP live) (PP (IN in) (NP (NNP Texas))))));answer(population_1(stateid('texas')));"answer(A,(population(B,A),const(B,stateid(texas))))";How many residents live in Texas;How many residents are in Texas;amount;2
111;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (VP (VBN called) (NP (NNP Colorado))))));answer(count(river(riverid('colorado'))));"answer(A,count(B,(river(B),const(B,riverid(colorado))),A))";How many rivers are called Colorado;How many rivers are called Colorado;amount;0
112;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (VP (VBN found) (PP (IN in) (NP (NNP Colorado)))))));answer(count(river(loc_2(stateid('colorado')))));"answer(A,count(B,(river(B),loc(B,C),const(C,stateid(colorado))),A))";How many rivers are found in Colorado;How many rivers are in Colorado;amount;2
113;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (PP (IN in) (NP (NNP Colorado))))));answer(count(river(loc_2(stateid('colorado')))));"answer(A,count(B,(river(B),loc(B,C),const(C,stateid(colorado))),A))";How many rivers are in Colorado;How many rivers are in Colorado;amount;2
114;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (PP (IN in) (NP (NNP Iowa))))));answer(count(river(loc_2(stateid('iowa')))));"answer(A,count(B,(river(B),loc(B,C),const(C,stateid(iowa))),A))";How many rivers are in Iowa;How many rivers are in Iowa;amount;2
115;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (PP (IN in) (NP (NNP Missouri))))));answer(count(river(loc_2(stateid('missouri')))));"answer(A,count(B,(river(B),loc(B,C),const(C,stateid(missouri))),A))";How many rivers are in Missouri;How many rivers are in Missouri;amount;2
116;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (PP (IN in) (NP (NNP New) (NNP York))))));answer(count(river(loc_2(stateid('new york')))));"answer(A,count(B,(river(B),loc(B,C),const(C,stateid('new york'))),A))";How many rivers are in New York;How many rivers are in New York;amount;2
117;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (PP (IN in) (NP (NP (DT the) (NN state)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (NP (DT the) (JJS most) (NNS rivers))))))))));answer(count(river(loc_2(most(state(loc_1(river(all))))))));"answer(A,count(B,(river(B),loc(B,C),most(C,D,(state(C),loc(D,C),river(D)))),A))";How many rivers are in the state that has the most rivers;How many rivers are in the state that has the most rivers;amount;0
118;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (PP (IN in) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS highest) (NN point))))))));answer(count(river(loc_2(state(loc_1(highest(place(all))))))));"answer(A,count(B,(river(B),loc(B,C),state(C),loc(D,C),highest(D,place(D))),A))";How many rivers are in the state with the highest point;How many rivers are in the state with the highest point;amount;0
119;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (PP (IN in) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS largest) (NN population))))))));answer(count(river(loc_2(largest_one(population_1(state(all)))))));"answer(A,count(B,(river(B),loc(B,C),largest(D,(state(C),population(C,D)))),A))";How many rivers are in the state with the largest population;How many rivers are in the state with the largest population;amount;0
120;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (ADVP (RB there)) (PP (IN in) (NP (NNP Idaho))))));answer(count(river(loc_2(stateid('idaho')))));"answer(A,count(B,(river(B),loc(B,C),const(C,stateid(idaho))),A))";How many rivers are there in Idaho;How many rivers are in Idaho;amount;2
121;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (ADVP (RB there)) (PP (IN in) (NP (NNP Texas))))));answer(count(river(loc_2(stateid('texas')))));"answer(A,count(B,(river(B),loc(B,C),const(C,stateid(texas))),A))";How many rivers are there in Texas;How many rivers are in Texas;amount;2
122;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP are) (ADVP (RB there)) (PP (IN in) (NP (NNP US))))));answer(count(river(loc_2(countryid('usa')))));"answer(A,count(B,(river(B),loc(B,C),const(C,countryid(usa))),A))";How many rivers are there in US;How many rivers are in US;amount;2
123;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VBP do) (RB not) (VP (VB traverse) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (NP (DT the) (NN capital)) (NP (NNP Albany))))))));"answer(count(exclude(river(all), traverse_2(state(loc_1(capital(cityid('albany', _))))))))";"answer(A,count(B,(river(B),not((traverse(B,C),state(C),loc(D,C),capital(D),const(D,cityid(albany,_))))),A))";How many rivers do not traverse the state with the capital Albany;How many rivers do not traverse the state with the capital Albany;amount;0
124;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VBZ does) (NP (NNP Alaska)) (VP (VB have))));answer(count(river(loc_2(stateid('alaska')))));"answer(A,count(B,(river(B),const(C,stateid(alaska)),loc(B,C)),A))";How many rivers does Alaska have;How many rivers are in Alaska;amount;2
125;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VBZ does) (NP (NNP Colorado)) (VP (VB have))));answer(count(river(loc_2(stateid('colorado')))));"answer(A,count(B,(river(B),const(C,stateid(colorado)),loc(B,C)),A))";How many rivers does Colorado have;How many rivers are in Colorado;amount;2
126;(SBARQ (WHNP (WHNP (WRB How) (JJ many) (NNS rivers)) (PP (IN in) (NP (NNP Texas)))) (SQ (VP (VBP are) (ADJP (ADJP (JJR longer)) (PP (IN than) (NP (DT the) (NNP Red)))))));"answer(count(intersection(river(loc_2(stateid('texas'))), longer(riverid('red')))))";"answer(A,count(B,(river(B),loc(B,C),const(C,stateid(texas)),longer(B,D),const(D,riverid(red))),A))";How many rivers in Texas are longer than the Red;How many rivers are longer than the Red river in Texas;amount;0
127;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (PP (IN in) (NP (NNP Washington))));answer(count(river(loc_2(stateid('washington')))));"answer(A,count(B,(river(B),loc(B,C),const(C,stateid(washington))),A))";How many rivers in Washington;How many rivers are in Washington;amount;2
128;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP run) (PP (IN through) (NP (NNP Texas))))));answer(count(river(traverse_2(stateid('texas')))));"answer(A,count(B,(river(B),traverse(B,C),const(C,stateid(texas))),A))";How many rivers run through Texas;How many rivers are in Texas;amount;2
129;(SBARQ (WHNP (WRB How) (JJ many) (NNS rivers)) (SQ (VP (VBP run) (PP (IN through) (NP (NP (DT the) (NNS states)) (VP (VBG bordering) (NP (NNP Colorado))))))));answer(count(river(traverse_2(state(next_to_2(stateid('colorado')))))));"answer(A,count(B,(river(B),traverse(B,C),state(C),next_to(C,D),const(D,stateid(colorado))),A))";How many rivers run through the states bordering Colorado;How many rivers run through the states bordering Colorado;amount;0
130;(SBARQ (WHNP (WRB How) (JJ many) (JJ square) (NNS kilometers)) (PP (IN in) (NP (DT the) (NNP US))));answer(area_1(countryid('usa')));"answer(A,(area(B,A),const(B,countryid(usa))))";How many square kilometers in the US;What is the size of the us;amount;2
131;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP are) (PP (IN in) (NP (DT the) (NNP United) (NNPS States))))));answer(count(state(loc_2(countryid('usa')))));"answer(A,count(B,(state(B),loc(B,C),const(C,countryid(usa))),A))";How many states are in the United States;How many states are in the United States;amount;2
132;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP are) (PP (IN in) (NP (DT the) (NNP USA))))));answer(count(state(loc_2(countryid('usa')))));"answer(A,count(B,(state(B),loc(B,C),const(C,countryid(usa))),A))";How many states are in the USA;How many states are in the USA;amount;2
133;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP are) (ADJP (JJ next) (PP (TO to) (NP (JJ major) (NNS rivers)))))));answer(count(state(next_to_2(major(river(all))))));"answer(A,count(B,(state(B),next_to(B,C),major(C),river(C)),A))";How many states are next to major rivers;How many states are next to major rivers;amount;0
134;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP are) (ADVP (RB there)))));answer(count(state(all)));"answer(A,count(B,state(B),A))";How many states are there;How many states are in the US;amount;2
135;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP are) (ADVP (RB there)) (PP (IN in) (NP (DT the) (NNP USA))))));answer(count(state(loc_2(countryid('usa')))));"answer(A,count(B,(state(B),loc(B,C),const(C,countryid(usa))),A))";How many states are there in the USA;How many states are in the USA;amount;2
136;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP are) (ADVP (RB there)) (PP (IN in) (NP (NNP United) (NNPS States))))));answer(count(state(loc_2(countryid('usa')))));"answer(A,count(B,(state(B),loc(B,C),const(C,countryid(usa))),A))";How many states are there in United States;How many states are in United States;amount;2
137;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP border) (NP (NNP Alaska)))));answer(count(state(next_to_2(stateid('alaska')))));"answer(A,count(B,(state(B),next_to(B,C),const(C,stateid(alaska))),A))";How many states border Alaska;How many states intersect with alaska;amount;0
138;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP border) (NP (QP (IN at) (JJS least) (CD one)) (JJ other) (NN state)))));answer(count(state(next_to_2(state(all)))));"answer(A,count(B,(state(B),next_to(B,C),state(C)),A))";How many states border at least one other state;How many states intersect with at least one other state;amount;0
139;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VP (VBP border) (NP (NNP Colorado))) (CC and) (VP (VBP border) (NP (NNP New) (NNP Mexico))))));"answer(count(state(intersection(next_to_2(stateid('colorado')) , next_to_2(stateid('new mexico'))))))";"answer(A,count(B,(state(B),next_to(B,C),const(C,stateid(colorado)),next_to(B,D),const(D,stateid('new mexico'))),A))";How many states border Colorado and border New Mexico;How many states intersect with Colorado and border New Mexico;amount;0
140;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP border) (NP (NNP Hawaii)))));answer(count(state(next_to_2(stateid('hawaii')))));"answer(A,count(B,(state(B),next_to(B,C),const(C,stateid(hawaii))),A))";How many states border Hawaii;How many states intersect with hawaii;amount;0
141;(SBARQ (WHNP (WRB How) (JJ many) (NNS states)) (SQ (VP (VBP border) (NP (NNP Iowa)))));answer(count(state(next_to_2(stateid('iowa')))));"answer(A,count(B,(state(B),next_to(B,C),const(C,stateid(iowa))),A))";How many states border Iowa;How many states intersect with iowa;amount;0
